frame |NNN|EEEEE S|TNE TTTT VV|TNE TTTT VV|TNE TTTT VV|
07741 |-03|..... C|.N. -060 +5|.Ne .... +D|.N. +06F +5|
07742 |...|..... .|... +08B ..|... .... +2|.n. .... ..|
07743 |...|..... .|... .... ..|TnE .... -F|... .... -1|
07744 |+03|..... .|.n. +028 -5|... .... ..|... .... ..|
07745 |...|..... .|... -028 ..|... .... ..|... .... -1|
07746 |...|..... .|... -02B ..|... .... ..|... .... ..|
07747 |...|-003E 8|.N. -053 +2|.Ne -07D +C|.N. -06F -1|
07748 |...|..... .|.n. +0A6 ..|tnE .... -C|.n. .... ..|
07749 |...|..... .|... .... -1|... .... ..|... .... -1|
-------------------------------------------------------
07750 |...|..... .|... .... -1|... .... ..|... .... ..|
07751 |...|..... .|... -028 ..|... .... ..|... .... -1|
07752 |...|..... .|... -02B ..|... .... ..|... .... ..|
07753 |+05|+003E C|.N. -087 +5|TNe +17D +F|.N. +1BB +5|
07754 |...|..... .|.n. +03E ..|.n. .... ..|.n. .... ..|
07755 |...|..... .|... .... -1|.N. .... -2|... .... -1|
07756 |+02|..... .|... +09C -4|... -29C -2|... .... ..|
07757 |...|..... .|... -028 ..|... +064 -1|... .... -1|
07758 |+06|..... .|... -02B ..|... +064 ..|... .... ..|
07759 |-0C|..... C|.N. -060 +2|... -12C +2|.N. -14C -1|
07760 |...|..... .|.n. +08B ..|tnE .... -C|.n. .... ..|
07761 |...|..... .|... .... -1|... .... ..|... .... -1|
07762 |...|..... .|... +028 -1|... .... ..|... .... ..|
07763 |...|..... .|... -028 ..|... .... ..|... .... -1|
07764 |...|..... .|... -02B ..|... .... ..|... .... ..|
07765 |-04|-003E C|.N. -053 +5|.Ne +2E9 +D|.N. .... +5|
07766 |...|..... .|... +0A6 ..|... .... +2|.n. .... ..|
07767 |...|..... .|... .... ..|TnE .... -F|... .... -1|
07768 |+04|..... .|.n. .... -5|... .... ..|... .... ..|
07769 |...|..... .|... -028 ..|... .... ..|... .... -1|
07770 |...|..... .|... -02B ..|... .... ..|... .... ..|
07771 |...|+003E 8|.N. -087 +2|.Ne -366 +C|.N. +14C -1|
07772 |...|..... .|.n. +03E ..|tnE .... -C|.n. .... ..|
07773 |...|..... .|... .... -1|... .... ..|... .... -1|
07774 |...|..... .|... +09C -1|... .... ..|... .... ..|
07775 |...|..... .|... -028 ..|... .... ..|... .... -1|
07776 |...|..... .|... -02B ..|... .... ..|... .... ..|
07777 |+04|-003E C|.N. -081 +5|TNe +17D +F|.N. -1C7 +5|
07778 |...|..... .|.n. +04A ..|.n. .... ..|.n. -08B ..|
07779 |...|..... .|... .... -1|... .... -2|... +08B -1|
07780 |-03|..... .|... +08A -4|t.E .... -D|... .... ..|
07781 |...|..... .|... -028 ..|... .... ..|... .... -1|
07782 |...|..... .|... -02B ..|... .... ..|... .... ..|
07783 |...|+003E C|.N. -053 +2|TNe .... +C|.N. +07B -1|
07784 |...|..... .|.n. +0A6 ..|tnE .... -C|.n. -0DD ..|
07785 |...|..... .|... .... -1|... .... ..|... +0DD -1|
07786 |...|..... .|... .... -1|... .... ..|... .... ..|
07787 |...|..... .|... -028 ..|... .... ..|... .... -1|
07788 |...|..... .|... -02B ..|... .... ..|... .... ..|
07789 |-05|..... C|.N. -053 +5|.Ne +0F8 +D|.N. +056 +5|
07790 |...|..... .|... +0A6 ..|... .... +2|.n. -116 ..|
07791 |...|..... .|... .... ..|TnE .... -F|... +116 -1|
07792 |+05|..... .|.n. .... -5|... .... ..|... .... ..|
07793 |...|..... .|... -028 ..|... .... ..|... .... -1|
07794 |...|..... .|... -02B ..|... .... ..|... .... ..|
07795 |...|-003E 8|.N. -081 +2|.Ne -175 +C|.N. -0D1 -1|
07796 |...|..... .|.n. +04A ..|tnE .... -C|.n. -08B ..|
07797 |...|..... .|... .... -1|... .... ..|... +08B -1|
07798 |...|..... .|... +08A -1|... .... ..|... .... ..|
07799 |...|..... .|... -028 ..|... .... ..|... .... -1|
-------------------------------------------------------
07800 |...|..... .|... -02B ..|... .... ..|... .... ..|
07801 |+03|+003E C|.N. -060 +5|TNe +17D +F|.N. .... +5|
07802 |...|..... .|.n. +08B ..|.n. .... ..|.n. -08B ..|
07803 |...|..... .|... .... -1|.N. .... -2|... +08B -1|
07804 |+04|..... .|... +028 -4|... -29C -2|... .... ..|
07805 |...|..... .|... -028 ..|... +064 -1|... .... -1|
07806 |+06|..... .|... -02B ..|... +064 ..|... .... ..|
07807 |-0C|..... C|.N. -053 +2|... -12C +2|.N. +0D1 -1|
07808 |...|..... .|.n. +0A6 ..|tnE .... -C|.n. -116 ..|
07809 |...|..... .|... .... -1|... .... ..|... +116 -1|
07810 |...|..... .|... .... -1|... .... ..|... .... ..|
07811 |...|..... .|... -028 ..|... .... ..|... .... -1|
07812 |...|..... .|... -02B ..|... .... ..|... .... ..|
07813 |-06|-003E C|.N. -083 +5|.Ne +2E9 +D|.N. -0A9 +5|
07814 |...|..... .|... +046 ..|... .... +2|.n. -00E ..|
07815 |...|..... .|... .... ..|TnE .... -F|... -00E -1|
07816 |+06|..... .|.n. +090 -5|... .... ..|... .... ..|
07817 |...|..... .|... -028 ..|... .... ..|... .... -1|
07818 |...|..... .|... -02B ..|... .... ..|... .... ..|
07819 |...|+003E 8|.N. -060 +2|.Ne -366 +C|.N. +01C -3|
07820 |...|..... .|.n. +08B ..|tnE .... -C|.n. -0A6 ..|
07821 |...|..... .|... .... -1|... .... ..|... +0A6 -1|
07822 |...|..... .|... +028 -1|... .... ..|... .... ..|
07823 |...|..... .|... -028 ..|... .... ..|... .... ..|
07824 |...|..... .|... -02B ..|... .... ..|... .... ..|
07825 |+02|-003E C|.N. -053 +5|TNe +17D +F|.N. -028 +3|
07826 |...|..... .|.n. +0A6 ..|.n. .... ..|.n. -08B ..|
07827 |...|..... .|... .... -1|... .... -2|... +08B -1|
07828 |-01|..... .|... .... -4|t.E .... -D|... .... ..|
07829 |...|..... .|... -028 ..|... .... ..|... .... -1|
07830 |...|..... .|... -02B ..|... .... ..|... .... ..|
07831 |...|+003E C|.N. -083 +2|TNe .... +C|.N. +028 +2|
07832 |...|..... .|.n. +046 ..|tnE .... -C|.n. -00E ..|
07833 |...|..... .|... .... -1|... .... ..|... -00E -1|
07834 |...|..... .|... +090 -1|... .... ..|... .... ..|
07835 |...|..... .|... -028 ..|... .... ..|... .... -1|
07836 |...|..... .|... -02B ..|... .... ..|... .... ..|
07837 |-07|..... C|.N. -060 +5|.Ne .... +D|.N. +06F +5|
07838 |...|..... .|... +08B ..|... .... +2|.n. .... ..|
07839 |...|..... .|... .... ..|TnE .... -F|... .... -1|
07840 |+07|..... .|.n. +028 -5|... .... ..|... .... ..|
07841 |...|..... .|... -028 ..|... .... ..|... .... -1|
07842 |...|..... .|... -02B ..|... .... ..|... .... ..|
07843 |...|-003E 8|.N. -053 +2|.Ne -07D +C|.N. -06F -1|
07844 |...|..... .|.n. +0A6 ..|tnE .... -C|.n. .... ..|
07845 |...|..... .|... .... -1|... .... ..|... .... -1|
07846 |...|..... .|... .... -1|... .... ..|... .... ..|
07847 |...|..... .|... -028 ..|... .... ..|... .... -1|
07848 |...|..... .|... -02B ..|... .... ..|... .... ..|
07849 |+01|+003E C|.N. -07D +5|TNe +17D +F|.N. +1BB +5|
-------------------------------------------------------
07850 |...|..... .|.n. +053 ..|.n. .... ..|.n. .... ..|
07851 |...|..... .|... .... -1|.N. .... -2|... .... -1|
07852 |+06|..... .|... +07D -4|... -29C -2|... .... ..|
07853 |...|..... .|... -028 ..|... +064 -1|... .... -1|
07854 |+06|..... .|... -02B ..|... +064 ..|... .... ..|
07855 |-0C|..... C|.N. -060 +2|... -12C +2|.N. -14C -1|
07856 |...|..... .|.n. +08B ..|tnE .... -C|.n. .... ..|
07857 |...|..... .|... .... -1|... .... ..|... .... -1|
07858 |...|..... .|... +028 -1|... .... ..|... .... ..|
07859 |...|..... .|... -028 ..|... .... ..|... .... -1|
07860 |...|..... .|... -02B ..|... .... ..|... .... ..|
07861 |...|-003E C|.N. -053 +5|TNe .... +F|.N. .... +5|
07862 |...|..... .|.n. +0A6 ..|.n. .... ..|.n. .... ..|
07863 |...|..... .|... .... -1|.N. .... -2|... .... -1|
07864 |+06|..... .|... .... -4|... -29C -2|... .... ..|
07865 |...|..... .|... -028 ..|... +064 -1|... .... -1|
07866 |+06|..... .|... -02B ..|... +064 ..|... .... ..|
07867 |-0C|+003E C|.N. -07D +2|... -02C +5|.N. +14C -1|
07868 |...|..... .|.n. +053 ..|.n. .... ..|.n. .... ..|
07869 |...|..... .|... .... -1|.N. .... -2|... .... -1|
07870 |+06|..... .|... +07D -1|... -29C -2|... .... ..|
07871 |...|..... .|... -028 ..|... +064 -1|... .... -1|
07872 |+06|..... .|... -02B ..|... +064 ..|... .... ..|
07873 |-0C|-002E C|.N. -08A +5|... +014 +5|.N. -22F +5|
07874 |...|..... .|.n. +037 ..|.n. .... ..|.n. -023 ..|
07875 |...|..... .|... .... -1|... .... -2|... +08B -1|
07876 |+01|..... .|... +0E6 -4|t.E .... -D|... .... ..|
07877 |...|..... .|... -040 ..|... .... ..|... .... -1|
07878 |...|..... .|... -028 ..|... .... ..|... .... ..|
07879 |...|+004F C|.N. -068 +2|TNe .... +C|.N. -034 -1|
07880 |...|..... .|.n. +0D0 ..|tnE .... -C|.n. -034 ..|
07881 |...|..... .|... .... -1|... .... ..|... +0D0 -1|
07882 |...|..... .|... .... -1|... .... ..|... .... ..|
07883 |...|..... .|... -040 ..|... .... ..|... .... -1|
07884 |...|..... .|... -028 ..|... .... ..|... .... ..|
07885 |-09|..... C|.N. -068 +5|.Ne +891 +D|.N. -068 +5|
07886 |...|..... .|... +0D0 ..|... .... +2|.n. -045 ..|
07887 |...|..... .|... .... ..|TnE .... -F|... +116 -1|
07888 |+09|..... .|.n. .... -5|... .... ..|... .... ..|
07889 |...|..... .|... -040 ..|... .... ..|... .... -1|
07890 |...|..... .|... -028 ..|... .... ..|... .... ..|
07891 |...|-004F 8|.N. -0B5 +2|.Ne -92D +C|.N. -139 -1|
07892 |...|..... .|.n. +037 ..|tnE .... -C|.n. -023 ..|
07893 |...|..... .|... .... -1|... .... ..|... +08B -1|
07894 |...|..... .|... +0E6 -1|... .... ..|... .... ..|
07895 |...|..... .|... -040 ..|... .... ..|... .... -1|
07896 |...|..... .|... -028 ..|... .... ..|... .... ..|
07897 |-01|+004F C|.N. -08B +5|TNe +19C +F|.N. -068 +5|
07898 |...|..... .|.n. +08B ..|.n. .... ..|.n. -023 ..|
07899 |...|..... .|... .... -1|.N. .... -2|... +08B -1|
-------------------------------------------------------
07900 |+08|..... .|... +068 -4|... -29C -2|... .... ..|
07901 |...|..... .|... -040 ..|... +064 -1|... .... -1|
07902 |+06|..... .|... -028 ..|... +064 ..|... .... ..|
07903 |-0C|..... C|.N. -068 +2|... -12C +2|.N. .... -1|
07904 |...|..... .|.n. +0D0 ..|tnE .... -C|.n. -045 ..|
07905 |...|..... .|... .... -1|... .... ..|... +116 -1|
07906 |...|..... .|... .... -1|... .... ..|... .... ..|
07907 |...|..... .|... -040 ..|... .... ..|... .... -1|
07908 |...|..... .|... -028 ..|... .... ..|... .... ..|
07909 |-0A|-004F C|.N. -0AE +5|.Ne +3AC +D|.N. -0A9 +5|
07910 |...|..... .|... +046 ..|... .... +2|.n. -00E ..|
07911 |...|..... .|... .... ..|TnE .... -F|... -00E -1|
07912 |+0A|..... .|.n. +0D0 -5|... .... ..|... .... ..|
07913 |...|..... .|... -040 ..|... .... ..|... .... -1|
07914 |...|..... .|... -028 ..|... .... ..|... .... ..|
07915 |...|+004F 8|.N. -08B +2|.Ne -448 +C|.N. -040 -3|
07916 |...|..... .|.n. +08B ..|tnE .... -C|.n. -034 ..|
07917 |...|..... .|... .... -1|... .... ..|... +0D0 -1|
07918 |...|..... .|... +068 -1|... .... ..|... .... ..|
07919 |...|..... .|... -040 ..|... .... ..|... .... ..|
07920 |...|..... .|... -028 ..|... .... ..|... .... ..|
07921 |-02|-004F C|.N. -068 +5|TNe +19C +F|.N. -0D0 +3|
07922 |...|..... .|.n. +0D0 ..|.n. .... ..|.n. -023 ..|
07923 |...|..... .|... .... -1|... .... -2|... +08B -1|
07924 |+03|..... .|... .... -4|t.E .... -D|... .... ..|
07925 |...|..... .|... -040 ..|... .... ..|... .... -1|
07926 |...|..... .|... -028 ..|... .... ..|... .... ..|
07927 |...|+004F C|.N. -0AE +2|TNe -09C +C|.N. +028 +2|
07928 |...|..... .|.n. +046 ..|tnE .... -C|.n. -00E ..|
07929 |...|..... .|... .... -1|... .... ..|... -00E -1|
07930 |...|..... .|... +0D0 -1|... .... ..|... .... ..|
07931 |...|..... .|... -040 ..|... .... ..|... .... -1|
07932 |...|..... .|... -028 ..|... .... ..|... .... ..|
07933 |-0B|..... C|.N. -08B +5|.Ne +92D +D|.N. +05C +5|
07934 |...|..... .|... +08B ..|... .... +2|.n. .... ..|
07935 |...|..... .|... .... ..|TnE .... -F|... .... -1|
07936 |+0B|..... .|.n. +068 -5|... .... ..|... .... ..|
07937 |...|..... .|... -040 ..|... .... ..|... .... -1|
07938 |...|..... .|... -028 ..|... .... ..|... .... ..|
07939 |...|-004F 8|.N. -068 +2|.Ne -891 +C|.N. -05C -1|
07940 |...|..... .|.n. +0D0 ..|tnE .... -C|.n. .... ..|
07941 |...|..... .|... .... -1|... .... ..|... .... -1|
07942 |...|..... .|... .... -1|... .... ..|... .... ..|
07943 |...|..... .|... -040 ..|... .... ..|... .... -1|
07944 |...|..... .|... -028 ..|... .... ..|... .... ..|
07945 |-03|+004F C|.N. -0B2 +5|TNe .... +F|.N. +195 +5|
07946 |...|..... .|.n. +03E ..|.n. .... ..|.n. .... ..|
07947 |...|..... .|... .... -1|.N. .... -2|... .... -1|
07948 |+0A|..... .|... +0DC -4|... -29C -2|... .... ..|
07949 |...|..... .|... -040 ..|... +064 -1|... .... -1|
-------------------------------------------------------
07950 |+06|..... .|... -028 ..|... +064 ..|... .... ..|
07951 |-0C|..... C|.N. -08B +2|... -1C8 +2|.N. -139 -1|
07952 |...|..... .|.n. +08B ..|tnE .... -C|.n. .... ..|
07953 |...|..... .|... .... -1|... .... ..|... .... -1|
07954 |...|..... .|... +068 -1|... .... ..|... .... ..|
07955 |...|..... .|... -040 ..|... .... ..|... .... -1|
07956 |...|..... .|... -028 ..|... .... ..|... .... ..|
07957 |-0C|-004F C|.N. -068 +5|.Ne +448 +D|.N. .... +5|
07958 |...|..... .|... +0D0 ..|... .... +2|.n. .... ..|
07959 |...|..... .|... .... ..|TnE .... -F|... .... -1|
07960 |+0C|..... .|.n. .... -5|... .... ..|... .... ..|
07961 |...|..... .|... -040 ..|... .... ..|... .... -1|
07962 |...|..... .|... -028 ..|... .... ..|... .... ..|
07963 |...|+004F 8|.N. -0B2 +2|.Ne -3AC +C|.N. +139 -1|
07964 |...|..... .|.n. +03E ..|tnE .... -C|.n. .... ..|
07965 |...|..... .|... .... -1|... .... ..|... .... -1|
07966 |...|..... .|... +0DC -1|... .... ..|... .... ..|
07967 |...|..... .|... -040 ..|... .... ..|... .... -1|
07968 |...|..... .|... -028 ..|... .... ..|... .... ..|
07969 |-04|-004F C|.N. -0AC +5|TNe .... +F|.N. -209 +5|
07970 |...|..... .|.n. +04A ..|.n. .... ..|.n. -023 ..|
07971 |...|..... .|... .... -1|... .... -2|... +08B -1|
07972 |+05|..... .|... +0CA -4|t.E .... -D|... .... ..|
07973 |...|..... .|... -040 ..|... .... ..|... .... -1|
07974 |...|..... .|... -028 ..|... .... ..|... .... ..|
07975 |...|+004F C|.N. -068 +2|TNe .... +C|.N. -034 -1|
07976 |...|..... .|.n. +0D0 ..|tnE .... -C|.n. -034 ..|
07977 |...|..... .|... .... -1|... .... ..|... +0D0 -1|
07978 |...|..... .|... .... -1|... .... ..|... .... ..|
07979 |...|..... .|... -040 ..|... .... ..|... .... -1|
07980 |...|..... .|... -028 ..|... .... ..|... .... ..|
07981 |-0D|..... C|.N. -068 +5|.Ne +891 +D|.N. -068 +5|
07982 |...|..... .|... +0D0 ..|... .... +2|.n. -045 ..|
07983 |...|..... .|... .... ..|TnE .... -F|... +116 -1|
07984 |+0D|..... .|.n. .... -5|... .... ..|... .... ..|
07985 |...|..... .|... -040 ..|... .... ..|... .... -1|
07986 |...|..... .|... -028 ..|... .... ..|... .... ..|
07987 |...|-004F 8|.N. -0AC +2|.Ne -92D +C|.N. -139 -1|
07988 |...|..... .|.n. +04A ..|tnE .... -C|.n. -023 ..|
07989 |...|..... .|... .... -1|... .... ..|... +08B -1|
07990 |...|..... .|... +0CA -1|... .... ..|... .... ..|
07991 |...|..... .|... -040 ..|... .... ..|... .... -1|
07992 |...|..... .|... -028 ..|... .... ..|... .... ..|
07993 |-05|+004F C|.N. -08B +5|TNe +19C +F|.N. -068 +5|
07994 |...|..... .|.n. +08B ..|.n. .... ..|.n. -023 ..|
07995 |...|..... .|... .... -1|.N. .... -2|... +08B -1|
07996 |+0C|..... .|... +068 -4|... -29C -2|... .... ..|
07997 |...|..... .|... -040 ..|... +064 -1|... .... -1|
07998 |+06|..... .|... -028 ..|... +064 ..|... .... ..|
07999 |-0C|..... C|.N. -068 +2|... -12C +2|.N. .... -1|
-------------------------------------------------------
08000 |...|..... .|.n. +0D0 ..|tnE .... -C|.n. -045 ..|
08001 |...|..... .|... .... -1|... .... ..|... +116 -1|
08002 |...|..... .|... .... -1|... .... ..|... .... ..|
08003 |...|..... .|... -040 ..|... .... ..|... .... -1|
08004 |...|..... .|... -028 ..|... .... ..|... .... ..|
08005 |-0E|-004F C|.N. -0AE +5|.Ne +3AC +D|.N. -0A9 +5|
08006 |...|..... .|... +046 ..|... .... +2|.n. -00E ..|
08007 |...|..... .|... .... ..|TnE .... -F|... -00E -1|
08008 |+0E|..... .|.n. +0D0 -5|... .... ..|... .... ..|
08009 |...|..... .|... -040 ..|... .... ..|... .... -1|
08010 |...|..... .|... -028 ..|... .... ..|... .... ..|
08011 |...|+004F 8|.N. -08B +2|.Ne -448 +C|.N. -040 -3|
08012 |...|..... .|.n. +08B ..|tnE .... -C|.n. -034 ..|
08013 |...|..... .|... .... -1|... .... ..|... +0D0 -1|
08014 |...|..... .|... +068 -1|... .... ..|... .... ..|
08015 |...|..... .|... -040 ..|... .... ..|... .... ..|
08016 |...|..... .|... -028 ..|... .... ..|... .... ..|
08017 |-06|-004F C|.N. -068 +5|TNe +19C +F|.N. -0D0 +3|
08018 |...|..... .|.n. +0D0 ..|.n. .... ..|.n. -023 ..|
08019 |...|..... .|... .... -1|... .... -2|... +08B -1|
08020 |+07|..... .|... .... -4|t.E .... -D|... .... ..|
08021 |...|..... .|... -040 ..|... .... ..|... .... -1|
08022 |...|..... .|... -028 ..|... .... ..|... .... ..|
08023 |...|+004F C|.N. -0AE +2|TNe -09C +C|.N. +028 +2|
08024 |...|..... .|.n. +046 ..|tnE .... -C|.n. -00E ..|
08025 |...|..... .|... .... -1|... .... ..|... -00E -1|
08026 |...|..... .|... +0D0 -1|... .... ..|... .... ..|
08027 |...|..... .|... -040 ..|... .... ..|... .... -1|
08028 |...|..... .|... -028 ..|... .... ..|... .... ..|
08029 |-0F|..... C|.N. -08B +5|.Ne +92D +D|.N. +05C +5|
08030 |...|..... .|... +08B ..|... .... +2|.n. .... ..|
08031 |...|..... .|... .... ..|TnE .... -F|... .... -1|
08032 |+0F|..... .|.n. +068 -5|... .... ..|... .... ..|
08033 |...|..... .|... -040 ..|... .... ..|... .... -1|
08034 |...|..... .|... -028 ..|... .... ..|... .... ..|
08035 |...|-004F 8|.N. -068 +2|.Ne -891 +C|.N. -05C -1|
08036 |...|..... .|.n. +0D0 ..|tnE .... -C|.n. .... ..|
08037 |...|..... .|... .... -1|... .... ..|... .... -1|
08038 |...|..... .|... .... -1|... .... ..|... .... ..|
08039 |...|..... .|... -040 ..|... .... ..|... .... -1|
08040 |...|..... .|... -028 ..|... .... ..|... .... ..|
08041 |-07|+004F C|.N. -0A8 +5|TNe .... +F|.N. +195 +5|
08042 |...|..... .|.n. +053 ..|.n. .... ..|.n. .... ..|
08043 |...|..... .|... .... -1|.N. .... -2|... .... -1|
08044 |+0E|..... .|... +0BD -4|... -29C -2|... .... ..|
08045 |...|..... .|... -040 ..|... +064 -1|... .... -1|
08046 |+06|..... .|... -028 ..|... +064 ..|... .... ..|
08047 |-0C|..... C|.N. -08B +2|... -1C8 +2|.N. -139 -1|
08048 |...|..... .|.n. +08B ..|tnE .... -C|.n. .... ..|
08049 |...|..... .|... .... -1|... .... ..|... .... -1|
-------------------------------------------------------
08050 |...|..... .|... +068 -1|... .... ..|... .... ..|
08051 |...|..... .|... -040 ..|... .... ..|... .... -1|
08052 |...|..... .|... -028 ..|... .... ..|... .... ..|
08053 |...|-004F C|.N. -068 +5|TNe +19C +F|.N. .... +5|
08054 |...|..... .|.n. +0D0 ..|.n. .... ..|.n. .... ..|
08055 |...|..... .|... .... -1|.N. .... -2|... .... -1|
08056 |+06|..... .|... .... -4|... -29C -2|... .... ..|
08057 |...|..... .|... -040 ..|... +064 -1|... .... -1|
08058 |+06|..... .|... -028 ..|... +064 ..|... .... ..|
08059 |-0C|+004F C|.N. -0A8 +2|... -02C +5|.N. +139 -1|
08060 |...|..... .|.n. +053 ..|.n. .... ..|.n. .... ..|
08061 |...|..... .|... .... -1|.N. .... -2|... .... -1|
08062 |+06|..... .|... +0BD -1|... -29C -2|... .... ..|
08063 |...|..... .|... -040 ..|... +064 -1|... .... -1|
08064 |+06|..... .|... -028 ..|... +064 ..|... .... ..|
08065 |-14|-0040 C|.N. -0B5 +5|... +00F +5|.N. -1B8 +5|
08066 |...|..... .|.n. +037 ..|.n. .... ..|.n. -07C ..|
08067 |...|..... .|... .... -1|... .... -2|... +07C -1|
08068 |+07|..... .|... +121 -4|t.E .... -D|... .... ..|
08069 |...|..... .|... -03B ..|... .... ..|... .... -1|
08070 |...|..... .|... -040 ..|... .... ..|... .... ..|
08071 |...|+005D C|.N. -07D +2|TNe .... +C|.N. +0BA -1|
08072 |...|..... .|.n. +0F8 ..|tnE .... -C|.n. -0F8 ..|
08073 |...|..... .|... .... -1|... .... ..|... +0F8 -1|
08074 |...|..... .|... .... -1|... .... ..|... .... ..|
08075 |...|..... .|... -03B ..|... .... ..|... .... -1|
08076 |...|..... .|... -040 ..|... .... ..|... .... ..|
08077 |-0F|..... C|.N. -07D +5|.Ne +A30 +D|.N. .... +5|
08078 |...|..... .|... +0F8 ..|... .... +2|.n. -0F8 ..|
08079 |...|..... .|... .... ..|TnE .... -F|... +0F8 -1|
08080 |+0F|..... .|.n. .... -5|... .... ..|... .... ..|
08081 |...|..... .|... -03B ..|... .... ..|... .... -1|
08082 |...|..... .|... -040 ..|... .... ..|... .... ..|
08083 |...|-005D 8|.N. -0DD +2|.Ne -AEA +C|.N. -0BA -1|
08084 |...|..... .|.n. +037 ..|tnE .... -C|.n. -07C ..|
08085 |...|..... .|... .... -1|... .... ..|... +07C -1|
08086 |...|..... .|... +121 -1|... .... ..|... .... ..|
08087 |...|..... .|... -03B ..|... .... ..|... .... -1|
08088 |...|..... .|... -040 ..|... .... ..|... .... ..|
08089 |-07|+005D C|.N. -090 +5|TNe +1BA +F|.N. .... +5|
08090 |...|..... .|.n. +0D0 ..|.n. .... ..|.n. -07C ..|
08091 |...|..... .|... .... -1|.N. .... -2|... +07C -1|
08092 |+0C|..... .|... +03B -4|... -29C -2|... .... ..|
08093 |...|..... .|... -03B ..|... +064 -1|... .... -1|
08094 |+06|..... .|... -040 ..|... +064 ..|... .... ..|
08095 |-0C|..... C|.N. -07D +2|... -12C +2|.N. +0BA -1|
08096 |...|..... .|.n. +0F8 ..|tnE .... -C|.n. -0F8 ..|
08097 |...|..... .|... .... -1|... .... ..|... +0F8 -1|
08098 |...|..... .|... .... -1|... .... ..|... .... ..|
08099 |...|..... .|... -03B ..|... .... ..|... .... -1|
-------------------------------------------------------
08100 |...|..... .|... -040 ..|... .... ..|... .... ..|
08101 |-0E|-005D C|.N. -0D6 +5|.Ne +45E +D|.N. -089 +5|
08102 |...|..... .|... +046 ..|... .... +2|.n. -00E ..|
08103 |...|..... .|... .... ..|TnE .... -F|... -00C -1|
08104 |+0E|..... .|.n. +10B -5|... .... ..|... .... ..|
08105 |...|..... .|... -03B ..|... .... ..|... .... -1|
08106 |...|..... .|... -040 ..|... .... ..|... .... ..|
08107 |...|+005D 8|.N. -090 +2|.Ne -518 +C|.N. +0A3 -3|
08108 |...|..... .|.n. +0D0 ..|tnE .... -C|.n. -0F8 ..|
08109 |...|..... .|... .... -1|... .... ..|... +0F8 -1|
08110 |...|..... .|... +03B -1|... .... ..|... .... ..|
08111 |...|..... .|... -03B ..|... .... ..|... .... ..|
08112 |...|..... .|... -040 ..|... .... ..|... .... ..|
